,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,batSong,userID,lang,timeEnd,timeBegin,sequenceTrials,nodeIndex,tIndex,studyID,uniqueID,offset,nChanges,initialOffset,performance,infoUser,study_result,comp_result,view_history,success,timeout,failed_images,failed_audio,failed_video,rtAudio,baseLatencyBegin,baseLatencyEnd,outputLatencyBegin,outputLatencyEnd,question_order,userIDAlicia
3,2424.0,,{'Q0': 2},survey-likert,3.0,70638.0,0.0-0.0-3.0,,m12_100,fi,1749475996229.0,1749475924769.0,"bat,tapping",2,7,m12,null,,,,,,32040,data.txt,,,,,,,,,,,,[0],
0,1464,"<a href=""https://mmbb.ltdk.helsinki.fi/utils/Privacy_Notice_MMBB_fi.pdf"" target=""_blank"">Tietosuojailmoitus<span class=""new-tab-icon"" aria-hidden=""true""> 🔗</span></a><br><a href=""https://mmbb.ltdk.helsinki.fi/utils/informed_consent_fi.pdf"" target=""_blank"">Tiedote Tutkimuksesta<span class=""new-tab-icon"" aria-hidden=""true""> 🔗</span></a>",0.0,html-button-response,0.0,1473.0,0.0-0.0-0.0,,110,fi,1751387630698.0,1751387603389.0,"tapping,bat",1,0,m12,null,,,,,,33965,data.txt,,,,,,,,,,,,,
1,,,,preload,1.0,2361.0,0.0-0.0-1.0,,110,fi,1751387630698.0,1751387603389.0,"tapping,bat",1,0,m12,null,,,,,,33965,data.txt,,True,False,[],[],[],,,,,,,
2,11521,,,instructions,2.0,13883.0,0.0-0.0-2.0,,110,fi,1751387630698.0,1751387603389.0,"tapping,bat",1,0,m12,null,,,,,,33965,data.txt,"[{'page_index': 0, 'viewing_time': 2517}, {'page_index': 1, 'viewing_time': 2538}, {'page_index': 2, 'viewing_time': 4266}, {'page_index': 3, 'viewing_time': 2200}]",,,,,,,,,,,,
3,8506,,,instructions,3.0,22391.0,0.0-0.0-4.0-0.0,,110,fi,1751387630698.0,1751387603389.0,"tapping,bat",1,0,m12,null,,,,,,33965,data.txt,"[{'page_index': 0, 'viewing_time': 2824}, {'page_index': 1, 'viewing_time': 1328}, {'page_index': 2, 'viewing_time': 751}, {'page_index': 3, 'viewing_time': 666}, {'page_index': 4, 'viewing_time': 719}, {'page_index': 5, 'viewing_time': 2218}]",,,,,,,,,,,,
4,[2058.6666666666674],./songs/movementTapAudio/elPesebre.mp3,0.0,audio-button-response,4.0,24461.0,0.0-0.0-6.0-0.0,,110,fi,1751387630698.0,1751387603389.0,"tapping,bat",1,0,m12,null,,,,,,33965,data.txt,,,,,,,[2060],0.005,0.005,0.025,0.025,,
5,1536,Auttaako joku sinua tämän tehtävän suorittamisessa?,0.0,html-button-response,5.0,26809.0,0.0-0.0-7.0,,110,fi,1751387630698.0,1751387603389.0,"tapping,bat",1,0,m12,null,,,,,,33965,data.txt,,,,,,,,,,,,,
0,4948.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,4954.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,m12_100,fi,1747599037437.0,1747598977048.0,"tapping,bat",3,3,m12,null,,,,,,29605,data.txt,,,,,,,,,,,,,
1,51108.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,56066.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/honeySuckle/honeysuckleRoseModifiedLow.mp3,m12_100,fi,1747599037437.0,1747598977048.0,"tapping,bat",3,3,m12,null,0.0,13.0,2.0,,,29605,data.txt,,,,,,,,,,,,,
2,1781.0,,{'Q0': 3},survey-likert,2.0,57852.0,0.0-0.0-2.0,,m12_100,fi,1747599037437.0,1747598977048.0,"tapping,bat",3,3,m12,null,,,,,,29605,data.txt,,,,,,,,,,,,[0],
3,1698.0,,{'Q0': 3},survey-likert,3.0,59554.0,0.0-0.0-3.0,,m12_100,fi,1747599037437.0,1747598977048.0,"tapping,bat",3,3,m12,null,,,,,,29605,data.txt,,,,,,,,,,,,[0],
0,3591.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,3601.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/lettuce/lettuceModifiedLow.mp3,m12_100,fi,1744565482630.0,1744565424361.0,"bat,tapping",2,4,m12,null,,,,,,26482,data.txt,,,,,,,,,,,,,
1,50307.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,53912.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/lettuce/lettuceModifiedLow.mp3,m12_100,fi,1744565482630.0,1744565424361.0,"bat,tapping",2,4,m12,null,0.0,7.0,1.0,,,26482,data.txt,,,,,,,,,,,,,
2,2216.0,,{'Q0': 2},survey-likert,2.0,56141.0,0.0-0.0-2.0,,m12_100,fi,1744565482630.0,1744565424361.0,"bat,tapping",2,4,m12,null,,,,,,26482,data.txt,,,,,,,,,,,,[0],
3,1920.0,,{'Q0': 2},survey-likert,3.0,58073.0,0.0-0.0-3.0,,m12_100,fi,1744565482630.0,1744565424361.0,"bat,tapping",2,4,m12,null,,,,,,26482,data.txt,,,,,,,,,,,,[0],
0,6168.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,6173.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/softSand/softSandModifiedLow.mp3,125,fi,1757791606404.0,1757791525008.0,"tapping,bat",3,6,m12,null,,,,,,37504,data.txt,,,,,,,,,,,,,
1,63231.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,69407.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/softSand/softSandModifiedLow.mp3,125,fi,1757791606404.0,1757791525008.0,"tapping,bat",3,6,m12,null,1.0,13.0,3.0,,,37504,data.txt,,,,,,,,,,,,,
2,5558.0,,{'Q0': 2},survey-likert,2.0,74970.0,0.0-0.0-2.0,,125,fi,1757791606404.0,1757791525008.0,"tapping,bat",3,6,m12,null,,,,,,37504,data.txt,,,,,,,,,,,,[0],
3,6111.0,,{'Q0': 1},survey-likert,3.0,81085.0,0.0-0.0-3.0,,125,fi,1757791606404.0,1757791525008.0,"tapping,bat",3,6,m12,null,,,,,,37504,data.txt,,,,,,,,,,,,[0],
0,1255.0,,,instructions,0.0,1266.0,0.0-0.0-0.0,,m12_100,fi,1744565223287.0,1744565221754.0,"bat,tapping",0.0,0.0,m12,null,,,,,,26476,data.txt,"[{'page_index': 0, 'viewing_time': 1252}]",,,,,,,,,,,,
0,17043.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,17044.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,232,fi,1759312739169.0,1759312683831.0,"tapping,bat",3,5,m12,null,,,,,,37736,data.txt,,,,,,,,,,,,,
1,33186.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,50232.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,232,fi,1759312739169.0,1759312683831.0,"tapping,bat",3,5,m12,null,6.0,3.0,1.0,,,37736,data.txt,,,,,,,,,,,,,
2,1684.0,,{'Q0': 1},survey-likert,2.0,51917.0,0.0-0.0-2.0,,232,fi,1759312739169.0,1759312683831.0,"tapping,bat",3,5,m12,null,,,,,,37736,data.txt,,,,,,,,,,,,[0],
3,2898.0,,{'Q0': 0},survey-likert,3.0,54819.0,0.0-0.0-3.0,,232,fi,1759312739169.0,1759312683831.0,"tapping,bat",3,5,m12,null,,,,,,37736,data.txt,,,,,,,,,,,,[0],
0,53452.0,,,instructions,0.0,53455.0,0.0-0.0-0.0,,232,fi,1759312456429.0,1759312313217.0,"tapping,bat",3,0,m12,null,,,,,,37731,data.txt,"[{'page_index': 0, 'viewing_time': 53452}]",,,,,,,,,,,,
1,89233.0,,,instructions,1.0,142693.0,0.0-0.0-1.0,,232,fi,1759312456429.0,1759312313217.0,"tapping,bat",3,0,m12,null,,,,,,37731,data.txt,"[{'page_index': 0, 'viewing_time': 4643}, {'page_index': 1, 'viewing_time': 25857}, {'page_index': 2, 'viewing_time': 4470}, {'page_index': 3, 'viewing_time': 1525}, {'page_index': 4, 'viewing_time': 15442}, {'page_index': 5, 'viewing_time': 13487}, {'page_index': 6, 'viewing_time': 5463}, {'page_index': 7, 'viewing_time': 9191}, {'page_index': 8, 'viewing_time': 1437}, {'page_index': 9, 'viewing_time': 4279}, {'page_index': 10, 'viewing_time': 3438}]",,,,,,,,,,,,
0,7641.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,7645.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,125,fi,1757791523982.0,1757791466791.0,"tapping,bat",3,5,m12,null,,,,,,37503,data.txt,,,,,,,,,,,,,
1,41968.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,49616.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/floorplanNoLie/floorplanNoLieModifiedLow.mp3,125,fi,1757791523982.0,1757791466791.0,"tapping,bat",3,5,m12,null,0.0,9.0,7.0,,,37503,data.txt,,,,,,,,,,,,,
2,4057.0,,{'Q0': 2},survey-likert,2.0,53678.0,0.0-0.0-2.0,,125,fi,1757791523982.0,1757791466791.0,"tapping,bat",3,5,m12,null,,,,,,37503,data.txt,,,,,,,,,,,,[0],
3,3086.0,,{'Q0': 1},survey-likert,3.0,56769.0,0.0-0.0-3.0,,125,fi,1757791523982.0,1757791466791.0,"tapping,bat",3,5,m12,null,,,,,,37503,data.txt,,,,,,,,,,,,[0],
0,3606.0,"<img id=""logoLoading"" src=""./images/loading2.gif""><br>Loading...",0,html-button-response,0.0,3615.0,0.0-0.0-0.0,./songs/beatProductionAudio/beatModified/baseSongs/eclecticElectric/eclecticElectricModifiedLow.mp3,m12_100,fi,1744565659519.0,1744565587788.0,"bat,tapping",2,7,m12,null,,,,,,26485,data.txt,,,,,,,,,,,,,
1,63111.0,"<div id=""titleBAT"">Säädä tahdistusta<br></div><div id=""loading-bar""><div id=""progress-bar""></div></div><div class=""circle""><div id=""firstRowCircle""><button class= ""circle deg-4"" id=""bat0""></button><button class= ""circle deg-5"" id=""bat1""></button><button class= ""circle deg-6"" id=""bat2""></button></div><div id=""secondRowCircle""><button class= ""circle deg-7"" id=""bat3""></button><button class= ""circle deg-0"" id=""bat4""></button></div><div id=""thirdRowCircle""><button class= ""circle deg-1"" id=""bat5""></button><button class= ""circle deg-2"" id=""bat6""></button><button class= ""circle deg-3"" id=""bat7""></button></div></div>",0,html-button-response,1.0,66731.0,0.0-0.0-1.0,./songs/beatProductionAudio/beatModified/baseSongs/eclecticElectric/eclecticElectricModifiedLow.mp3,m12_100,fi,1744565659519.0,1744565587788.0,"bat,tapping",2,7,m12,null,0.0,7.0,2.0,,,26485,data.txt,,,,,,,,,,,,,
2,2712.0,,{'Q0': 1},survey-likert,2.0,69454.0,0.0-0.0-2.0,,m12_100,fi,1744565659519.0,1744565587788.0,"bat,tapping",2,7,m12,null,,,,,,26485,data.txt,,,,,,,,,,,,[0],
3,2054.0,,{'Q0': 2},survey-likert,3.0,71519.0,0.0-0.0-3.0,,m12_100,fi,1744565659519.0,1744565587788.0,"bat,tapping",2,7,m12,null,,,,,,26485,data.txt,,,,,,,,,,,,[0],
0,,,,html-button-response,0.0,1005.0,0.0-0.0-0.0,,m12_100,fi,1743607646853.0,1743607645539.0,"tapping,bat",4,0,m12,null,,,,,,24789,data.txt,,,,,,,,,,,,,
0,1135,,,instructions,0.0,1136.0,0.0-0.0-0.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,"[{'page_index': 0, 'viewing_time': 1135}]",,,,,,,,,,,,
1,,,,preload,1.0,1560.0,0.0-0.0-1.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,True,False,[],[],[],,,,,,,
2,8298,,,instructions,2.0,9858.0,0.0-0.0-2.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,"[{'page_index': 0, 'viewing_time': 3010}, {'page_index': 1, 'viewing_time': 3736}, {'page_index': 2, 'viewing_time': 1552}]",,,,,,,,,,,,
3,"[717.3333333333325, 1101.3333333333328, 1469.3333333333333, 1834.6666666666654, 2202.6666666666656, 2535.9999999999995, 2920, 3269.333333333332, 3602.666666666666, 3920, 4253.333333333332, 4719.999999999999, 5322.666666666667, 5639.999999999999, 5941.333333333333, 6418.666666666667, 6794.666666666666, 7077.333333333334, 7378.666666666668, 7677.333333333333, 8077.333333333332, 9480, 10157.333333333334, 10509.333333333334, 10858.666666666664, 11160, 11493.333333333332, 11826.666666666668, 12165.333333333332, 12461.333333333332, 12759.999999999998, 13093.333333333334, 13394.666666666666, 13746.666666666666, 14029.333333333334, 14328, 14645.333333333334, 14962.666666666668, 15245.33333333333, 15546.666666666666, 15864, 16162.666666666666, 16482.666666666668, 16762.666666666668, 17080, 17378.666666666668, 17642.666666666668, 17928, 18261.333333333332, 18578.666666666668, 18978.666666666664, 19296, 19613.333333333332, 19914.666666666664, 20213.333333333332, 20512, 20797.333333333336, 21114.666666666664, 21413.333333333336, 21695.999999999996, 22016, 22298.666666666664, 22597.333333333332, 22882.666666666664, 23181.333333333332, 23466.666666666664, 23733.333333333332, 24032, 24317.333333333332, 24584, 24866.666666666664, 25151.999999999996, 25450.666666666668, 25736, 26034.666666666664, 26319.999999999996, 26599.999999999996, 26901.33333333333, 27168.000000000004, 27434.666666666668, 27722.666666666664, 28002.666666666668, 28304, 28586.666666666668, 28853.333333333336, 29120, 29386.666666666668, 29685.333333333336, 29954.666666666664]",./songs/movementTapAudio/silence.wav,0,audio-button-response,3.0,40075.0,0.0-0.0-3.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,,,,,,"[717, 1101, 1469, 1836, 2203, 2537.000000000002, 2920, 3271.000000000002, 3604, 3921, 4255.000000000002, 4722, 5322, 5640, 5941, 6419, 6795, 7079, 7378, 7679, 8078, 9481, 10159, 10511, 10860, 11161, 11494.000000000004, 11828, 12165, 12462, 12762, 13095, 13395, 13746, 14030, 14330, 14647, 14963, 15246, 15547, 15864, 16164, 16482, 16765, 17080, 17378.000000000004, 17644, 17929, 18262, 18579, 18979, 19297, 19613, 19915, 20213, 20514, 20797.000000000004, 21114.000000000004, 21414, 21698, 22017, 22299, 22598, 22883, 23182, 23467, 23734, 24033, 24317, 24585, 24867, 25153, 25451, 25736, 26036, 26320, 26601, 26902, 27169, 27436, 27722, 28003, 28306, 28587, 28854, 29120, 29387, 29687, 29955.000000000007]",0.0026666666666666666,0.0026666666666666666,,,,
4,,,,html-button-response,4.0,43083.0,0.0-0.0-4.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,,,,,,,,,,,,
5,2835,,{'Q0': 4},survey-likert,5.0,45924.0,0.0-0.0-5.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,,,,,,,,,,,[0],
6,10038,,,instructions,6.0,55965.0,0.0-0.0-6.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,"[{'page_index': 0, 'viewing_time': 938}, {'page_index': 1, 'viewing_time': 1167}, {'page_index': 2, 'viewing_time': 7932}]",,,,,,,,,,,,
7,"[1453.333333333333, 2245.333333333335, 3045.333333333332, 3797.3333333333344, 4549.333333333329, 5282.666666666664, 6031.999999999996, 6733.333333333334, 7514.666666666663, 8266.666666666666, 9034.666666666666, 9752.000000000002, 10535.999999999995, 11285.333333333334, 12040, 12786.66666666667, 13535.999999999995, 14288.000000000004, 15023.999999999995, 15773.333333333334, 16541.333333333336, 17290.66666666666, 18023.999999999993, 18776.000000000004, 19544.000000000004, 20293.33333333333, 21026.666666666664, 21778.66666666666, 22562.666666666664, 23261.333333333332, 23994.666666666668, 24749.333333333332, 25501.33333333333, 26231.999999999993, 26663.999999999993, 27199.999999999996, 27749.333333333332, 28266.666666666657, 28752.000000000004, 29149.33333333334, 29615.999999999993, 30066.66666666667, 30501.33333333333, 30936, 31383.999999999993, 31802.66666666666, 32269.33333333333, 32752.000000000004, 33170.66666666667, 33653.33333333333, 34088, 34554.66666666667, 35021.333333333336, 35437.333333333336, 35871.99999999999, 36322.66666666667, 36839.99999999999, 37272, 37709.33333333333, 38157.333333333336, 38591.99999999999, 39058.66666666666, 39541.333333333336, 39960, 40407.99999999999, 40858.66666666667, 41613.333333333336, 42242.66666666667, 42794.666666666664, 43429.33333333333, 44013.33333333333, 44613.333333333336, 45213.33333333333, 45797.333333333336, 46381.333333333336, 46997.333333333336, 47597.33333333333, 48216, 48800.00000000001, 49389.333333333336, 49968, 50600, 51218.66666666667, 51834.66666666667, 52402.66666666667, 53002.666666666664, 53586.666666666664, 54170.66666666667, 54738.666666666664, 55370.66666666667, 56005.333333333336, 56605.33333333333, 57237.33333333333, 57824.00000000001, 58458.666666666664, 59042.66666666667, 59639.99999999999, 60240, 60824.00000000001, 61477.33333333333, 62026.666666666664, 62610.666666666664]",./songs/movementTapAudio/modifiedAudio/name__11 - metronome_const_tempo__stretchfactor__1_25__0_75188__1.mp3,0,audio-button-response,7.0,118969.0,0.0-0.0-7.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,,,,,,"[1452, 2245, 3044, 3796, 4547, 5281, 6032, 6731, 7514.999999999993, 8266, 9034, 9750, 10535, 11285, 12039, 12785, 13536, 14287, 15022, 15772, 16539, 17290, 18023, 18773, 19542, 20293, 21025, 21777, 22561, 23260, 23994.000000000015, 24747.000000000015, 25500.000000000015, 26230, 26663, 27197, 27748, 28265, 28749, 29149, 29615, 30066, 30500.000000000015, 30934, 31383, 31801, 32268, 32751, 33169, 33652, 34086, 34552, 35020, 35437, 35870, 36321, 36839.000000000015, 37271, 37707, 38155, 38590, 39058, 39541, 39958, 40407, 40858, 41613.000000000015, 42242, 42793, 43427, 44011, 44611, 45211, 45794, 46379, 46996, 47596, 48213, 48798, 49386, 49966, 50598.000000000015, 51217.000000000015, 51833, 52400, 53001, 53585, 54168, 54736, 55370, 56004, 56604.000000000015, 57237, 57822, 58456, 59040, 59639, 60239, 60823, 61475, 62026, 62609]",0.0026666666666666666,0.0026666666666666666,,,,
8,,,,html-button-response,8.0,121973.0,0.0-0.0-8.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,,,,,,,,,,,,
9,1726,,{'Q0': 4},survey-likert,9.0,123701.0,0.0-0.0-9.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,,,,,,,,,,,,[0],
10,3379,,,instructions,10.0,127083.0,0.0-0.0-10.0,,m12_100,fi,1744730087029.0,1744729894485.0,"bat,tapping",3,0,m12,null,,,,,,26628,data.txt,"[{'page_index': 0, 'viewing_time': 1711}, {'page_index': 1, 'viewing_time': 1668}]",,,,,,,,,,,,
